date,MSFT,AAPL,SLB
2010-03-24,23.5264,28.5963,49.2361
2010-03-25,23.8121,28.2572,48.0885
2010-03-26,23.5343,28.7871,48.8087
2010-03-29,23.4788,28.9728,49.9167
2010-03-30,23.6216,29.4042,49.9009
2010-03-31,23.2408,29.2982,50.2254
2010-04-01,23.1376,29.4192,51.1039
2010-04-05,23.2249,29.7333,52.0536
2010-04-06,23.2646,29.8643,52.8609
2010-04-07,23.2884,29.9964,52.2673
2010-04-08,23.7406,29.9154,52.7264
2010-04-09,24.0739,30.1448,52.6551
2010-04-12,24.058,30.2071,52.481
2010-04-13,24.1612,30.2246,51.8479
2010-04-14,24.4548,30.631,53.1063
2010-04-15,24.4944,31.0337,53.1933
2010-04-16,24.3358,30.8442,52.0774
2010-04-19,24.6293,30.803,51.6342
2010-04-20,24.8832,30.4938,53.6999
2010-04-21,24.8594,32.3178,53.8344
2010-04-22,24.907,33.2217,53.961
2010-04-23,24.5659,33.7653,57.5226
2010-04-26,24.6849,33.5995,57.5305
2010-04-27,24.4786,32.6694,55.6468
2010-04-28,24.5262,32.6145,56.2008
2010-04-29,24.5976,33.4922,57.8945
2010-04-30,24.2326,32.551,56.5253
2010-05-03,24.4865,33.2067,56.4383
2010-05-04,23.9073,32.2505,54.5705
2010-05-05,23.6851,31.9151,53.2646
2010-05-06,22.9948,30.7008,51.7212
2010-05-07,22.3838,29.4055,49.7505
2010-05-10,22.963,31.6658,52.8926
2010-05-11,22.9154,31.9812,52.9005
2010-05-12,23.3598,32.6756,52.7501
2010-05-13,23.2011,32.2106,52.9796
2010-05-14,22.9551,31.6446,51.3492
2010-05-17,22.963,31.6945,50.7715
2010-05-18,22.7957,31.4626,50.447
2010-05-19,22.5087,30.9614,49.5368
2010-05-20,21.6081,29.6423,46.8696
2010-05-21,21.3929,30.2108,47.8827
2010-05-24,20.9385,30.7644,45.5875
2010-05-25,20.7791,30.5724,46.2681
2010-05-26,19.9342,30.434,46.4977
2010-05-27,20.7233,31.586,47.5028
2010-05-28,20.5639,32.0261,44.5959
2010-06-01,20.6357,32.5185,41.1013
2010-06-02,21.09,32.9075,44.723
2010-06-03,21.4088,32.804,44.9772
2010-06-04,20.556,31.9114,44.2703
2010-06-07,20.1574,31.2855,43.071
2010-06-08,20.014,31.0848,44.1273
2010-06-09,19.7589,30.3206,44.0559
2010-06-10,19.9263,31.2319,46.9945
2010-06-11,20.4523,31.6059,47.2407
2010-06-14,20.3248,31.7019,46.5894
2010-06-15,21.1856,32.3764,48.3447
2010-06-16,20.9784,33.3189,48.297
2010-06-17,21.0182,33.8949,48.7339
2010-06-18,21.074,34.1692,48.0747
2010-06-21,20.6835,33.683,47.9158
2010-06-22,20.54,34.1418,46.2718
2010-06-23,20.1734,33.7827,46.3274
2010-06-24,19.9263,33.5371,45.3822
2010-06-25,19.5517,33.2504,46.24
2010-06-28,19.3763,33.4499,45.5411
2010-06-29,18.5793,31.9376,43.7461
2010-06-30,18.3401,31.3591,43.9526
2010-07-01,18.4597,30.9788,43.8891
2010-07-02,18.5474,30.7868,43.6508
2010-07-06,18.9858,30.9975,44.1115
2010-07-07,19.3683,32.2493,45.6999
2010-07-08,19.456,32.1769,46.4941
2010-07-09,19.3444,32.3677,46.51
2010-07-12,19.7908,32.0772,46.2638
2010-07-13,20.0299,31.3927,46.5577
2010-07-14,20.277,31.5087,46.7721
2010-07-15,20.3328,31.3491,46.5974
2010-07-16,19.8386,31.1559,45.0169
2010-07-19,20.1096,30.6173,46.9786
2010-07-20,20.3089,31.404,48.4797
2010-07-21,20.0219,31.6969,47.3281
2010-07-22,20.5958,32.2929,48.6862
2010-07-23,20.5719,32.4076,47.1375
2010-07-26,20.803,32.3253,46.7403
2010-07-27,20.8509,32.9237,46.8039
2010-07-28,20.6835,32.5347,47.4393
2010-07-29,20.7472,32.1794,47.5028
2010-07-30,20.5719,32.0722,47.3837
2010-08-02,20.9864,32.6457,49.8299
2010-08-03,20.8509,32.6557,49.9252
2010-08-04,20.5081,32.7866,49.9728
2010-08-05,20.2212,32.627,50.2429
2010-08-06,20.3647,32.4263,49.5122
2010-08-09,20.4125,32.6332,49.8378
2010-08-10,19.9821,32.3415,49.3613
2010-08-11,19.8147,31.192,47.7014
2010-08-12,19.5198,31.3915,47.0978
2010-08-13,19.4481,31.0561,46.6689
2010-08-16,19.5278,30.8741,47.1534
2010-08-17,19.8002,31.4139,47.8999
2010-08-18,19.8883,31.5511,47.0024
2010-08-19,19.5838,31.1534,45.9223
2010-08-20,19.4156,31.1234,44.8421
2010-08-23,19.4556,30.6447,44.3338
2010-08-24,19.2633,29.9129,43.4999
2010-08-25,19.3114,30.2819,43.4363
2010-08-26,19.087,29.9565,42.4595
2010-08-27,19.1752,30.1236,44.2862
2010-08-30,18.9428,30.2333,43.186
2010-08-31,18.8066,30.3081,42.5163
2010-09-01,19.1511,31.2095,43.9912
2010-09-02,19.1832,31.4389,44.9798
2010-09-03,19.4637,32.2617,45.7371
2010-09-07,19.1992,32.142,45.5458
2010-09-08,19.1752,32.7791,46.5105
2010-09-09,19.2393,32.7978,46.6619
2010-09-10,19.1111,32.8402,47.2838
2010-09-13,20.1207,33.2928,47.9534
2010-09-14,20.0566,33.4199,46.917
2010-09-15,20.1287,33.6892,46.3909
2010-09-16,20.297,34.4809,46.3829
2010-09-17,20.2089,34.3313,46.3191
2010-09-20,20.3771,35.3112,46.9091
2010-09-21,20.1528,35.3786,47.2678
2010-09-22,19.7201,35.8747,47.0207
2010-09-23,19.5758,36.0206,46.3271
2010-09-24,19.8563,36.4445,48.3441
2010-09-27,19.8162,36.2999,47.7223
2010-09-28,19.7762,35.7638,48.0651
2010-09-29,19.6319,35.8274,49.0457
2010-09-30,19.6239,35.376,49.1174
2010-10-01,19.5358,35.2227,49.7711
2010-10-04,19.1592,34.739,48.7905
2010-10-05,19.5117,36.0231,50.1937
2010-10-06,19.5758,36.0543,50.3292
2010-10-07,19.656,36.058,50.2176
2010-10-08,19.688,36.6627,50.672
2010-10-11,19.704,36.8235,50.6242
2010-10-12,19.8964,37.22,49.9545
2010-10-13,20.305,37.4194,51.5171
2010-10-14,20.2169,37.69,51.2301
2010-10-15,20.4653,39.2397,51.4214
2010-10-18,20.6896,39.6461,51.4294
2010-10-19,20.1127,38.5851,50.3372
2010-10-20,20.281,38.7148,51.254
2010-10-21,20.3691,38.5889,51.2699
2010-10-22,20.3371,38.3333,54.0283
2010-10-25,20.1848,38.5041,54.6342
2010-10-26,20.7537,38.4056,55.0966
2010-10-27,20.8739,38.3782,55.2003
2010-10-28,21.0582,38.0553,55.6308
2010-10-29,21.3708,37.5242,55.7185
2010-11-01,21.5951,37.9231,55.9417
2010-11-02,21.9477,38.5689,56.9781
2010-11-03,21.6592,38.9978,57.5681
2010-11-04,21.7474,39.6798,60.4301
2010-11-05,21.515,39.5377,60.3185
2010-11-08,21.4829,39.7234,59.6648
2010-11-09,21.5951,39.4067,58.9313
2010-11-10,21.5871,39.6498,59.5133
2010-11-11,21.3788,39.4778,59.8083
2010-11-12,21.0502,38.4031,59.0828
2010-11-15,20.9941,38.2797,59.2343
2010-11-16,20.8087,37.6002,58.3414
2010-11-17,20.6152,37.4643,59.314
2010-11-18,20.8329,38.453,60.1909
2010-11-19,20.712,38.241,60.9324
2010-11-22,20.7442,39.0676,60.9085
2010-11-23,20.2524,38.4904,60.1431
2010-11-24,20.454,39.2472,61.5064
2010-11-26,20.3572,39.2721,60.5736
2010-11-29,20.4056,39.5052,61.5569
2010-11-30,20.3653,38.7921,61.8287
2010-12-01,20.9941,39.4466,64.6347
2010-12-02,21.6794,39.6648,64.5468
2010-12-03,21.7842,39.5763,66.1457
2010-12-06,21.6391,39.9142,66.2416
2010-12-07,21.6633,39.6723,64.7547
2010-12-08,21.9536,40.0214,64.6748
2010-12-09,21.8326,39.8655,64.9465
2010-12-10,22.0422,39.9653,65.1864
2010-12-13,21.9697,40.1037,65.8979
2010-12-14,22.268,39.9316,65.0185
2010-12-15,22.4534,39.9403,64.5308
2010-12-16,22.5663,40.0513,64.8586
2010-12-17,22.4937,39.9715,65.0265
2010-12-20,22.4212,40.171,65.698
2010-12-21,22.6308,40.4191,65.9059
2010-12-22,22.7275,40.5388,66.2017
2010-12-23,22.8162,40.3443,65.9698
2010-12-27,22.6308,40.4789,65.8899
2010-12-28,22.5824,40.5774,65.722
2010-12-29,22.5502,40.555,66.8572
2010-12-30,22.4534,40.3518,66.6413
2010-12-31,22.5018,40.2146,66.7533
2011-01-03,22.5582,41.0886,66.8732
2011-01-04,22.6469,41.303,65.2583
2011-01-05,22.5743,41.6409,66.0258
2011-01-06,23.2354,41.6072,64.379
2011-01-07,23.0581,41.9052,65.2024
2011-01-10,22.7517,42.6944,64.4988
2011-01-11,22.663,42.5934,65.762
2011-01-12,23.0178,42.94,67.5128
2011-01-13,22.7275,43.0971,67.6327
2011-01-14,22.8162,43.4462,69.4794
2011-01-18,23.1064,42.47,69.3595
2011-01-19,22.9533,42.2443,68.9597
2011-01-20,22.8565,41.4763,68.1763
2011-01-21,22.5905,40.7332,66.7373
2011-01-24,22.8807,42.071,67.3529
2011-01-25,22.9371,42.5635,66.5534
2011-01-26,23.2032,42.8689,69.9111
2011-01-27,23.2758,42.7891,68.7359
2011-01-28,22.3728,41.9027,69.2875
2011-01-31,22.3567,42.3042,71.1422
2011-02-01,22.5663,43.0161,71.6619
2011-02-02,22.526,42.9275,71.2142
2011-02-03,22.2922,42.8178,71.494
2011-02-04,22.3889,43.1993,71.414
2011-02-07,22.7356,43.87,71.8137
2011-02-08,22.8001,44.284,71.1982
2011-02-09,22.5502,44.653,70.7425
2011-02-10,22.1712,44.2017,72.4533
2011-02-11,21.9697,44.4897,72.2454
2011-02-14,21.9536,44.7802,73.945
2011-02-15,21.8643,44.8699,74.0251
2011-02-16,21.913,45.2726,75.3639
2011-02-17,22.0671,44.6704,75.6525
2011-02-18,21.9454,43.7055,76.1896
2011-02-22,21.5643,42.2156,74.4821
2011-02-23,21.5643,42.7156,74.4741
2011-02-24,21.7103,42.748,71.8686
2011-02-25,21.5318,43.4063,74.434
2011-02-28,21.5562,44.0359,74.8909
2011-03-01,21.2156,43.5496,73.3517
2011-03-02,21.1507,43.9,72.9429
2011-03-03,21.248,44.8275,74.434
2011-03-04,21.0452,44.8824,73.2716
2011-03-07,20.8587,44.3039,72.3497
2011-03-08,21.0128,44.3538,72.029
2011-03-09,20.9966,43.9436,70.9868
2011-03-10,20.6073,43.2205,67.8283
2011-03-11,20.8263,43.8838,69.135
2011-03-14,20.8344,44.0795,68.4296
2011-03-15,20.5911,43.0659,67.9806
2011-03-16,20.1045,41.1434,66.6178
2011-03-17,20.0964,41.7207,69.7843
2011-03-18,20.1126,41.2257,68.8865
2011-03-21,20.5424,42.3017,71.9328
2011-03-22,20.5181,42.5385,71.1632
2011-03-23,20.7127,42.2879,70.9468
2011-03-24,20.9317,43.0085,70.6261
2011-03-25,20.7776,43.8277,69.6561
2011-03-28,20.6073,43.6905,72.494
2011-03-29,20.6722,43.7553,75.6445
2011-03-30,20.7695,43.4649,75.0753
2011-03-31,20.5911,43.4499,74.7627
2011-04-01,20.6641,42.9574,75.1154
2011-04-04,20.7208,42.5373,74.3698
2011-04-05,20.9074,42.2505,74.45
2011-04-06,21.2074,42.1446,73.7045
2011-04-07,21.248,42.1496,73.4479
2011-04-08,21.1426,41.773,72.8306
2011-04-11,21.0696,41.2419,71.1873
2011-04-12,20.7938,41.4414,69.135
2011-04-13,20.7857,41.9064,68.7743
2011-04-14,20.6154,41.4439,68.9586
2011-04-15,20.5749,40.8255,69.4717
2011-04-18,20.3397,41.3728,67.9405
2011-04-19,20.3964,42.1221,69.0468
2011-04-20,20.8912,42.6894,70.4577
2011-04-21,20.6965,43.7229,71.9729
2011-04-25,20.7695,44.0109,70.586
2011-04-26,21.2399,43.688,71.7244
2011-04-27,21.394,43.6544,71.6522
2011-04-28,21.6616,43.2305,71.4358
2011-04-29,21.0209,43.6519,71.9488
2011-05-02,20.8101,43.1719,70.3776
2011-05-03,20.9317,43.4112,68.8224
2011-05-04,21.1344,43.5821,67.9726
2011-05-05,20.9155,43.2305,66.4093
2011-05-06,20.9804,43.2193,66.2651
2011-05-09,20.9479,43.3364,67.0106
2011-05-10,20.8182,43.5671,67.7321
2011-05-11,20.5668,43.2903,65.9364
2011-05-12,20.5343,43.208,66.9545
2011-05-13,20.2991,42.4513,66.3052
2011-05-16,19.9261,41.5536,65.8883
2011-05-17,20.0159,41.9077,65.7841
2011-05-18,20.1546,42.3727,67.1389
2011-05-19,20.1791,42.455,67.0026
2011-05-20,19.9914,41.793,66.9385
2011-05-23,19.7302,41.6908,65.8001
2011-05-24,19.7138,41.4152,66.7621
2011-05-25,19.7465,41.9875,67.4114
2011-05-26,20.1383,41.7656,68.2933
2011-05-27,20.2118,42.066,68.1084
2011-05-31,20.4159,43.3651,68.9204
2011-06-01,19.9424,43.0759,66.8862
2011-06-02,19.771,43.1494,67.7707
2011-06-03,19.5179,42.8178,68.3737
2011-06-06,19.5995,42.1446,66.7817
2011-06-07,19.6404,41.3965,66.637
2011-06-08,19.5424,41.4215,67.3204
2011-06-09,19.5587,41.328,69.0169
2011-06-10,19.3546,40.631,67.2641
2011-06-13,19.624,40.7183,66.4923
2011-06-14,19.771,41.4464,67.9395
2011-06-15,19.3791,40.737,66.4601
2011-06-16,19.5914,40.5388,66.1305
2011-06-17,19.8036,39.9279,65.7606
2011-06-20,19.9751,39.312,66.034
2011-06-21,20.2118,40.5562,67.1355
2011-06-22,20.122,40.2209,67.1998
2011-06-23,20.1057,41.2955,66.7897
2011-06-24,19.8363,40.6871,65.0611
2011-06-27,20.571,41.3965,64.836
2011-06-28,21.0607,41.798,67.8189
2011-06-29,20.9138,41.6459,68.5104
2011-06-30,21.224,41.8491,69.4671
2011-07-01,21.2403,42.7954,70.4319
2011-07-05,21.2485,43.5646,71.035
2011-07-06,21.4934,43.8551,71.646
2011-07-07,21.8526,44.5333,72.6832
2011-07-08,21.975,44.8462,72.3294
2011-07-11,21.7383,44.1343,70.8098
2011-07-12,21.6648,44.1032,69.8209
2011-07-13,21.7383,44.6355,69.9495
2011-07-14,21.6077,44.6044,69.0812
2011-07-15,21.8607,45.4958,70.7455
2011-07-18,21.7056,46.6029,70.1184
2011-07-19,22.4811,46.9831,71.3164
2011-07-20,22.0893,48.2361,71.0832
2011-07-21,22.1219,48.2847,73.1335
2011-07-22,22.4729,49.034,75.4249
2011-07-25,22.7831,49.6823,76.1405
2011-07-26,22.9219,50.2945,75.5214
2011-07-27,22.3097,48.9455,73.7123
2011-07-28,22.6281,48.8495,73.4872
2011-07-29,22.3668,48.6824,72.6591
2011-08-01,22.2607,49.4641,72.5304
2011-08-02,21.877,48.4867,70.448
2011-08-03,21.975,48.943,70.1023
2011-08-04,21.175,47.048,64.9566
2011-08-05,20.9628,46.5804,65.0289
2011-08-08,19.9832,44.0359,59.232
2011-08-09,20.8811,46.6291,62.4159
2011-08-10,19.7546,45.3424,59.3445
2011-08-11,20.5628,46.5904,62.3355
2011-08-12,20.4893,47.0006,62.7053
2011-08-15,20.824,47.801,64.3777
2011-08-16,20.824,47.4357,63.2199
2011-08-17,20.7419,47.4307,63.9355
2011-08-18,20.2654,45.6367,59.827
2011-08-19,19.7561,44.3874,58.7898
2011-08-22,19.6986,44.4385,58.2833
2011-08-23,20.3065,46.5779,61.2099
2011-08-24,20.4544,46.8996,61.2903
2011-08-25,20.1833,46.5929,58.7817
2011-08-26,20.7419,47.8222,60.1727
2011-08-29,21.2265,48.6189,62.1104
2011-08-30,21.5469,48.6213,62.3765
2011-08-31,21.8508,47.978,63.0138
2011-09-01,21.5305,47.5043,61.7071
2011-09-02,21.1937,46.6341,60.0293
2011-09-06,20.9554,47.3434,59.9486
2011-09-07,21.358,47.8658,61.941
2011-09-08,21.5387,47.892,60.8762
2011-09-09,21.1444,47.0617,57.9159
2011-09-12,21.2676,47.3684,58.3837
2011-09-13,21.3908,47.9519,58.1821
2011-09-14,21.7687,48.5353,58.8274
2011-09-15,22.1712,48.9916,59.8679
2011-09-16,22.278,49.9317,58.7548
2011-09-19,22.3519,51.3193,57.077
2011-09-20,22.163,51.5462,55.8913
2011-09-21,21.3497,51.3829,52.5518
2011-09-22,20.5858,50.0962,49.3818
2011-09-23,20.5858,50.4054,49.3656
2011-09-26,20.8979,50.2645,51.0354
2011-09-27,21.0869,49.7771,51.1564
2011-09-28,21.0129,49.4966,48.6639
2011-09-29,20.9062,48.6937,49.4705
2011-09-30,20.4461,47.5404,48.1799
2011-10-03,20.1504,46.7026,46.5586
2011-10-04,20.8158,46.4408,47.6798
2011-10-05,21.2676,47.1577,49.6722
2011-10-06,21.6373,47.048,51.5355
2011-10-07,21.5633,46.1042,50.5272
2011-10-10,22.1301,48.4742,53.0681
2011-10-11,22.1794,49.9055,53.8989
2011-10-12,22.1466,50.1424,54.2941
2011-10-13,22.3273,50.9203,54.2054
2011-10-14,22.4012,52.6121,57.2222
2011-10-17,22.163,52.3615,54.4635
2011-10-18,22.4341,52.6421,56.3914
2011-10-19,22.2862,49.6973,54.77
2011-10-20,22.2123,49.2846,54.8426
2011-10-21,22.3109,48.9804,54.3506
2011-10-24,22.3355,50.5887,56.3672
2011-10-25,22.0233,49.5913,54.8749
2011-10-26,21.8426,49.9441,56.3349
2011-10-27,22.3848,50.454,61.1182
2011-10-28,22.163,50.4865,61.2715
2011-10-31,21.8755,50.4653,59.263
2011-11-01,21.3497,49.4342,57.3755
2011-11-02,21.3662,49.5464,58.6741
2011-11-03,21.7933,50.2521,61.2473
2011-11-04,21.5633,49.8993,60.4729
2011-11-07,22.0151,49.8357,60.7633
2011-11-08,22.3109,50.646,61.9732
2011-11-09,21.5222,49.2809,58.9565
2011-11-10,21.588,48.0266,59.7308
2011-11-11,22.1055,47.9519,61.7393
2011-11-14,21.9823,47.2836,60.9972
2011-11-15,22.1312,48.4767,61.2795
2011-11-16,21.5767,47.9705,60.3116
2011-11-17,21.1381,47.053,57.8433
2011-11-18,20.9394,46.745,57.5287
2011-11-21,20.6911,46.0057,56.6092
2011-11-22,20.5173,46.9408,55.617
2011-11-23,20.2525,45.7539,53.6408
2011-11-25,20.1118,45.3275,53.5359
2011-11-28,20.5835,46.8921,55.8348
2011-11-29,20.5587,46.5281,57.0168
2011-11-30,21.1712,47.6501,60.9836
2011-12-01,20.9229,48.3645,60.6112
2011-12-02,20.8732,48.5852,60.7245
2011-12-05,21.2705,48.9979,62.4569
2011-12-06,21.2374,48.741,62.0522
2011-12-07,21.1877,48.5091,60.7893
2011-12-08,21.0222,48.7049,58.2473
2011-12-09,21.2705,49.0739,60.0283
2011-12-12,21.1132,48.852,58.223
2011-12-13,21.3202,48.4742,57.0006
2011-12-14,21.1795,47.3995,54.24
2011-12-15,21.1546,47.2437,53.6976
2011-12-16,21.5188,47.503,54.1671
2011-12-19,21.1298,47.6514,52.6775
2011-12-20,21.5436,49.3644,55.1872
2011-12-21,21.3202,49.4267,54.8148
2011-12-22,21.3615,49.6886,54.9929
2011-12-23,21.5436,50.2845,55.9724
2011-12-27,21.5519,50.6834,55.5353
2011-12-28,21.3698,50.1985,54.2724
2011-12-29,21.5353,50.5077,54.5719
2011-12-30,21.4857,50.4927,55.3005
2012-01-03,22.1561,51.2694,56.7415
2012-01-04,22.6775,51.5449,56.3124
2012-01-05,22.9092,52.1172,55.1062
2012-01-06,23.2651,52.662,54.8714
2012-01-09,22.9589,52.5785,55.7134
2012-01-10,23.0417,52.7667,57.2758
2012-01-11,22.9423,52.6807,56.7982
2012-01-12,23.1741,52.5361,56.4258
2012-01-13,23.381,52.3391,55.0415
2012-01-17,23.3893,52.9487,54.7581
2012-01-18,23.3644,53.4986,57.1787
2012-01-19,23.2734,53.329,58.984
2012-01-20,24.5893,52.4002,59.7449
2012-01-23,24.6059,53.2866,60.0364
2012-01-24,24.2831,52.4139,60.3845
2012-01-25,24.4652,55.6866,61.6798
2012-01-26,24.4155,55.4335,61.5098
2012-01-27,24.1921,55.7639,62.0603
2012-01-30,24.5066,56.4783,61.7445
2012-01-31,24.4404,56.9109,60.854
2012-02-01,24.7383,56.8747,61.6231
2012-02-02,24.788,56.7413,62.5865
2012-02-03,25.028,57.3098,63.6794
2012-02-06,24.9949,57.8447,64.4727
2012-02-07,25.119,58.4506,64.3594
2012-02-08,25.3756,59.4293,63.477
2012-02-09,25.4667,61.4852,63.6632
2012-02-10,25.2432,61.5163,62.4731
2012-02-13,25.3094,62.6608,63.1693
2012-02-14,25.2011,63.5161,62.9832
2012-02-15,25.0345,62.0462,62.6269
2012-02-16,26.0675,62.6122,63.1936
2012-02-17,26.0342,62.601,63.1571
2012-02-21,26.1925,64.1881,63.8395
2012-02-22,26.0509,63.9624,64.9931
2012-02-23,26.1342,64.38,64.66
2012-02-24,26.2258,65.1306,64.8713
2012-02-27,26.1175,65.5482,64.2701
2012-02-28,26.5507,66.7513,64.002
2012-02-29,26.4424,67.6278,63.0515
2012-03-01,26.9006,67.8809,63.6689
2012-03-02,26.7257,67.9694,62.7103
2012-03-05,26.4924,66.4708,61.4916
2012-03-06,26.2925,66.1093,59.948
2012-03-07,26.5257,66.1629,60.6873
2012-03-08,26.6673,67.5717,61.5972
2012-03-09,26.6507,67.9681,61.6135
2012-03-12,26.6923,68.8197,60.1349
2012-03-13,27.2172,70.8269,60.7442
2012-03-14,27.3005,73.5049,60.1349
2012-03-15,27.3671,73.0037,60.8661
2012-03-16,27.1589,73.005,62.3609
2012-03-19,26.8256,74.9411,62.6371
2012-03-20,26.6507,75.5471,61.5079
2012-03-21,26.584,75.1157,60.1268
2012-03-22,26.659,74.7217,58.4776
2012-03-23,26.6673,74.3115,59.4524
2012-03-26,27.1505,75.6742,58.8188
2012-03-27,27.0922,76.6093,56.8365
2012-03-28,26.8173,77.0007,56.6903
2012-03-29,26.759,76.0333,56.1703
2012-03-30,26.8756,74.7479,56.8121
2012-04-02,26.9006,77.1267,56.739
2012-04-03,26.609,78.4594,56.6496
2012-04-04,26.0009,77.8348,55.8047
2012-04-05,26.2591,79.003,55.5854
2012-04-09,25.9092,79.3209,54.9111
2012-04-10,25.3844,78.3497,54.643
2012-04-11,25.2844,78.0704,55.3417
2012-04-12,25.8093,77.6428,57.1452
2012-04-13,25.6676,75.456,55.5529
2012-04-16,25.8926,72.3267,54.7892
2012-04-17,26.1925,76.0133,56.3409
2012-04-18,25.9426,75.8438,56.8121
2012-04-19,25.8342,73.2381,56.7065
2012-04-20,27.0089,71.4353,58.2501
2012-04-23,26.759,71.2757,57.8358
2012-04-24,26.5924,69.852,59.0706
2012-04-25,26.8256,76.0507,60.4923
2012-04-26,26.7507,75.764,60.3218
2012-04-27,26.6424,75.178,60.078
2012-04-30,26.6757,72.8067,60.2324
2012-05-01,26.6673,72.5761,61.0367
2012-05-02,26.4924,73.0561,60.2567
2012-05-03,26.4591,72.5374,58.9894
2012-05-04,25.8093,70.4716,56.8365
2012-05-07,25.5343,70.999,57.3564
2012-05-08,25.4094,70.8369,57.1858
2012-05-09,25.626,70.9616,56.5765
2012-05-10,25.6093,71.1286,56.414
2012-05-11,25.9592,70.6536,55.8941
2012-05-14,25.5593,69.5951,54.6349
2012-05-15,25.3329,68.9656,53.2294
2012-05-16,25.073,68.0816,52.6525
2012-05-17,24.922,66.0918,52.6038
2012-05-18,24.5447,66.1242,52.0432
2012-05-21,24.9472,69.9766,54.2368
2012-05-22,24.9556,69.4393,53.9443
2012-05-23,24.4105,71.1336,54.578
2012-05-24,24.377,70.4803,53.4975
2012-05-25,24.3686,70.1026,53.14
2012-05-29,24.7879,71.3468,54.6267
2012-05-30,24.6034,72.207,52.3549
2012-05-31,24.4776,72.0275,51.5962
2012-06-01,23.8571,69.9405,50.6336
2012-06-04,23.9409,70.3519,50.7478
2012-06-05,23.9074,70.1699,50.7723
2012-06-06,24.6118,71.2458,52.6893
2012-06-07,24.5111,71.2782,52.5588
2012-06-08,24.8633,72.3504,52.6485
2012-06-11,24.2344,71.2096,52.2651
2012-06-12,24.5614,71.8318,52.9667
2012-06-13,24.4273,71.3331,52.1672
2012-06-14,24.6034,71.2545,53.3338
2012-06-15,25.1736,71.5787,54.2148
2012-06-18,25.0227,73.0311,54.28
2012-06-19,25.7438,73.2344,54.7776
2012-06-20,25.9367,73.0261,53.4643
2012-06-21,25.2742,72.0201,51.0333
2012-06-22,25.7438,72.5723,50.2176
2012-06-25,25.0478,71.1598,48.994
2012-06-26,25.1736,71.3169,48.6758
2012-06-27,25.2994,71.6248,50.1442
2012-06-28,25.0814,70.9453,51.1639
2012-06-29,25.6516,72.8092,52.9504
2012-07-02,25.6264,73.8714,52.9748
2012-07-03,25.7941,74.7304,54.9326
2012-07-05,25.7438,76.0432,53.9211
2012-07-06,25.3161,75.5371,53.1624
2012-07-09,25.1568,76.5357,53.6927
2012-07-10,24.9388,75.8276,52.9993
2012-07-11,24.5698,75.3563,53.5622
2012-07-12,24.008,74.6668,53.3419
2012-07-13,24.6453,75.4236,54.4269
2012-07-16,24.6872,75.6655,54.0842
2012-07-17,24.8717,75.6692,55.2997
2012-07-18,25.5342,75.5844,56.091
2012-07-19,25.7187,76.5893,55.9931
2012-07-20,25.2574,75.3401,56.556
2012-07-23,24.5531,75.2815,56.7354
