creationdate,tagname
"2009-08-24 13:21:37","numpy"
"2009-08-25 15:38:18","numpy"
"2009-08-29 01:40:52","numpy"
"2009-08-31 19:17:03","numpy"
"2009-09-04 03:44:57","numpy"
"2009-09-05 09:11:28","numpy"
"2009-09-09 10:28:36","numpy"
"2009-09-09 19:48:49","numpy"
"2009-09-10 23:45:07","numpy"
"2009-09-14 08:02:22","numpy"
"2009-09-25 12:56:40","numpy"
"2009-09-30 09:09:19","numpy"
"2009-10-02 19:25:08","numpy"
"2009-10-04 19:01:43","numpy"
"2009-10-05 08:08:23","numpy"
"2009-10-05 13:02:10","numpy"
"2009-10-05 13:56:50","numpy"
"2009-10-05 14:17:39","numpy"
"2009-10-07 09:51:46","numpy"
"2009-10-07 11:08:36","numpy"
"2009-10-09 16:56:49","numpy"
"2009-10-11 07:54:05","numpy"
"2009-10-14 02:45:16","numpy"
"2009-10-14 11:36:56","numpy"
"2009-10-16 17:00:45","numpy"
"2009-10-17 16:05:56","numpy"
"2009-10-19 07:28:08","numpy"
"2009-10-19 11:44:08","numpy"
"2009-10-19 16:27:11","numpy"
"2009-10-21 01:14:57","numpy"
"2009-10-21 09:42:52","numpy"
"2009-10-21 15:25:55","numpy"
"2009-10-23 12:57:26","numpy"
"2009-10-26 11:59:38","numpy"
"2009-10-27 18:11:43","numpy"
"2009-10-28 00:37:54","numpy"
"2009-10-28 12:23:40","numpy"
"2009-10-29 08:48:29","numpy"
"2009-10-29 10:21:34","numpy"
"2009-11-01 23:07:07","numpy"
"2009-11-01 23:42:29","numpy"
"2009-11-03 02:38:05","numpy"
"2009-11-05 00:35:29","numpy"
"2009-11-06 13:21:56","numpy"
"2009-11-08 11:47:19","numpy"
"2009-11-08 19:07:52","numpy"
"2009-11-08 21:49:20","numpy"
"2009-11-10 00:10:07","numpy"
"2009-11-10 09:34:20","numpy"
"2009-11-10 15:25:08","numpy"
"2009-11-10 23:01:50","numpy"
"2009-11-12 12:20:32","numpy"
"2009-11-12 18:52:47","numpy"
"2009-11-13 02:24:46","numpy"
"2009-11-13 07:20:38","numpy"
"2009-11-13 08:43:51","numpy"
"2009-11-13 15:49:38","numpy"
"2009-11-13 17:04:31","numpy"
"2009-11-14 15:51:01","numpy"
"2009-11-14 17:52:38","numpy"
"2009-11-14 19:13:42","numpy"
"2009-11-16 09:43:11","numpy"
"2009-11-18 21:29:01","numpy"
"2009-11-19 07:03:36","numpy"
"2009-11-19 17:00:16","numpy"
"2009-11-20 02:00:16","numpy"
"2009-11-23 09:47:32","numpy"
"2009-11-23 13:54:00","numpy"
"2009-11-23 14:16:14","numpy"
"2009-11-24 17:54:18","numpy"
"2009-11-25 00:54:49","numpy"
"2009-11-25 01:51:17","numpy"
"2009-11-25 12:26:18","numpy"
"2009-11-25 19:52:25","numpy"
"2009-11-25 21:46:50","numpy"
"2009-11-26 11:07:44","numpy"
"2009-11-26 14:07:49","numpy"
"2009-11-30 21:11:15","numpy"
"2009-12-01 12:21:20","numpy"
"2009-12-01 16:53:37","numpy"
"2009-12-01 22:17:54","numpy"
"2009-12-02 19:28:39","numpy"
"2009-12-03 00:54:59","numpy"
"2009-12-09 00:31:55","numpy"
"2009-12-09 04:11:16","numpy"
"2009-12-09 22:40:54","numpy"
"2009-12-09 23:51:52","numpy"
"2009-12-11 15:35:31","numpy"
"2009-12-12 23:03:36","numpy"
"2009-12-14 21:00:03","numpy"
"2009-12-15 20:02:00","numpy"
"2009-12-16 06:39:58","numpy"
"2009-12-18 15:59:41","numpy"
"2009-12-18 18:38:36","numpy"
"2009-12-20 02:17:25","numpy"
"2009-12-21 10:02:03","numpy"
"2009-12-22 03:32:20","numpy"
"2009-12-22 21:17:03","numpy"
"2009-12-26 09:14:12","numpy"
"2009-12-27 15:29:55","numpy"
"2009-12-27 16:00:03","numpy"
"2009-12-28 17:56:07","numpy"
"2009-12-29 04:15:23","numpy"
"2009-12-29 17:04:43","numpy"
"2010-01-01 01:51:46","numpy"
"2010-01-01 07:12:17","numpy"
"2010-01-05 05:37:23","numpy"
"2010-01-06 22:33:54","numpy"
"2010-01-08 20:12:46","numpy"
"2010-01-12 11:41:03","numpy"
"2010-01-12 22:42:01","numpy"
"2010-01-13 04:16:25","numpy"
"2010-01-14 09:13:48","numpy"
"2010-01-15 17:24:59","numpy"
"2010-01-17 05:51:56","numpy"
"2010-01-20 20:19:54","numpy"
"2010-01-21 01:21:05","numpy"
"2010-01-21 17:04:25","numpy"
"2010-01-26 20:30:30","numpy"
"2010-01-27 03:49:16","numpy"
"2010-01-27 10:25:25","numpy"
"2010-01-27 15:28:08","numpy"
"2010-01-27 16:26:37","numpy"
"2010-01-30 21:19:53","numpy"
"2010-01-30 21:57:22","numpy"
"2010-02-01 00:15:58","numpy"
"2010-02-02 20:37:26","numpy"
"2010-02-03 18:25:21","numpy"
"2010-02-03 22:30:52","numpy"
"2010-02-04 01:00:42","numpy"
"2010-02-04 13:26:21","numpy"
"2010-02-04 15:30:17","numpy"
"2010-02-04 22:21:15","numpy"
"2010-02-08 10:43:24","numpy"
"2010-02-08 20:26:57","numpy"
"2010-02-09 19:25:26","numpy"
"2010-02-12 08:14:32","numpy"
"2010-02-15 12:40:25","numpy"
"2010-02-16 08:51:02","numpy"
"2010-02-16 12:36:00","numpy"
"2010-02-16 19:52:23","numpy"
"2010-02-16 20:05:45","numpy"
"2010-02-17 21:43:37","numpy"
"2010-02-18 13:42:42","numpy"
"2010-02-18 16:02:09","numpy"
"2010-02-19 17:37:02","numpy"
"2010-02-20 04:17:43","numpy"
"2010-02-21 14:32:34","numpy"
"2010-02-21 15:05:05","numpy"
"2010-02-22 14:17:55","numpy"
"2010-02-22 14:46:58","numpy"
"2010-02-22 17:16:49","numpy"
"2010-02-23 14:05:03","numpy"
"2010-02-23 16:39:51","numpy"
"2010-02-24 00:47:01","numpy"
"2010-02-24 07:57:10","numpy"
"2010-02-24 14:44:14","numpy"
"2010-02-24 17:59:19","numpy"
"2010-02-25 11:29:34","numpy"
"2010-02-25 22:48:42","numpy"
"2010-02-26 23:29:28","numpy"
"2010-02-27 22:51:55","numpy"
"2010-02-28 04:21:15","numpy"
"2010-02-28 04:48:19","numpy"
"2010-02-28 17:20:40","numpy"
"2010-03-01 15:20:55","numpy"
"2010-03-01 17:24:15","numpy"
"2010-03-01 20:12:06","numpy"
"2010-03-02 05:57:35","numpy"
"2010-03-02 16:50:50","numpy"
"2010-03-03 03:25:01","numpy"
"2010-03-03 20:21:13","numpy"
"2010-03-04 14:17:13","numpy"
"2010-03-05 00:03:46","numpy"
"2010-03-07 08:52:21","numpy"
"2010-03-08 15:53:38","numpy"
"2010-03-09 23:53:36","numpy"
"2010-03-10 14:53:13","numpy"
"2010-03-12 15:07:47","numpy"
"2010-03-12 15:51:09","numpy"
"2010-03-14 16:22:44","numpy"
"2010-03-15 03:26:57","numpy"
"2010-03-15 14:56:43","numpy"
"2010-03-16 09:54:08","numpy"
"2010-03-16 15:39:32","numpy"
"2010-03-17 08:02:13","numpy"
"2010-03-17 10:07:03","numpy"
"2010-03-17 18:31:09","numpy"
"2010-03-18 23:10:19","numpy"
"2010-03-20 13:05:11","numpy"
"2010-03-20 15:55:37","numpy"
"2010-03-21 02:38:38","numpy"
"2010-03-23 15:50:20","numpy"
"2010-03-23 17:39:52","numpy"
"2010-03-24 16:50:45","numpy"
"2010-03-24 22:56:26","numpy"
"2010-03-25 13:48:33","numpy"
"2010-03-25 19:29:19","numpy"
"2010-03-28 05:36:08","numpy"
"2010-03-29 02:55:15","numpy"
"2010-03-29 07:03:08","numpy"
"2010-03-29 17:48:57","numpy"
"2010-03-29 18:27:09","numpy"
"2010-03-31 05:20:08","numpy"
"2010-04-01 18:31:19","numpy"
"2010-04-01 21:17:57","numpy"
"2010-04-02 11:38:23","numpy"
"2010-04-03 22:39:56","numpy"
"2010-04-07 13:19:17","numpy"
"2010-04-08 09:22:49","numpy"
"2010-04-08 09:44:58","numpy"
"2010-04-09 19:12:18","numpy"
"2010-04-11 19:32:47","numpy"
"2010-04-12 01:25:29","numpy"
"2010-04-12 08:32:45","numpy"
"2010-04-14 18:50:40","numpy"
"2010-04-14 23:13:33","numpy"
"2010-04-14 23:15:45","numpy"
"2010-04-15 05:32:00","numpy"
"2010-04-16 11:04:40","numpy"
"2010-04-16 11:48:38","numpy"
"2010-04-17 17:28:30","numpy"
"2010-04-19 01:40:51","numpy"
"2010-04-19 17:18:19","numpy"
"2010-04-19 19:17:19","numpy"
"2010-04-20 09:48:46","numpy"
"2010-04-20 10:05:10","numpy"
"2010-04-20 10:55:57","numpy"
"2010-04-20 20:33:39","numpy"
"2010-04-22 18:26:58","numpy"
"2010-04-23 00:49:58","numpy"
"2010-04-23 01:18:53","numpy"
"2010-04-23 16:00:40","numpy"
"2010-04-24 05:16:33","numpy"
"2010-04-24 23:39:55","numpy"
"2010-04-25 17:02:40","numpy"
"2010-04-25 20:21:43","numpy"
"2010-04-26 19:27:53","numpy"
"2010-04-26 21:06:51","numpy"
"2010-04-27 13:20:43","numpy"
"2010-04-27 18:13:14","numpy"
"2010-04-27 22:24:09","numpy"
"2010-04-27 22:59:53","numpy"
"2010-04-28 16:03:46","numpy"
"2010-04-29 13:03:45","numpy"
"2010-04-30 14:46:56","numpy"
"2010-05-01 18:21:51","numpy"
"2010-05-02 20:46:24","numpy"
"2010-05-03 22:30:41","numpy"
"2010-05-04 00:03:27","numpy"
"2010-05-05 11:19:44","numpy"
"2010-05-05 13:34:11","numpy"
"2010-05-05 16:14:20","numpy"
"2010-05-06 01:39:34","numpy"
"2010-05-11 09:31:26","numpy"
"2010-05-12 17:07:15","numpy"
"2010-05-13 15:32:57","numpy"
"2010-05-13 19:41:28","numpy"
"2010-05-14 02:30:59","numpy"
"2010-05-15 19:57:18","numpy"
"2010-05-17 10:00:52","numpy"
"2010-05-17 16:13:45","numpy"
"2010-05-17 21:43:10","numpy"
"2010-05-18 17:05:18","numpy"
"2010-05-18 17:47:12","numpy"
"2010-05-18 23:23:17","numpy"
"2010-05-20 15:06:45","numpy"
"2010-05-23 03:45:17","numpy"
"2010-05-23 12:54:29","numpy"
"2010-05-25 10:46:12","numpy"
"2010-05-25 19:39:00","numpy"
"2010-05-25 21:30:11","numpy"
"2010-05-26 11:33:35","numpy"
"2010-05-27 14:42:27","numpy"
"2010-05-27 20:53:25","numpy"
"2010-05-30 05:33:07","numpy"
"2010-05-30 22:52:41","numpy"
"2010-06-01 18:07:09","numpy"
"2010-06-01 20:57:51","numpy"
"2010-06-01 22:39:41","numpy"
"2010-06-02 04:19:42","numpy"
"2010-06-02 09:38:42","numpy"
"2010-06-04 22:51:04","numpy"
"2010-06-04 23:04:40","numpy"
"2010-06-05 17:42:39","numpy"
"2010-06-05 18:35:41","numpy"
"2010-06-06 05:58:24","numpy"
"2010-06-06 17:29:56","numpy"
"2010-06-09 10:04:15","numpy"
"2010-06-09 14:37:47","numpy"
"2010-06-09 22:03:49","numpy"
"2010-06-11 16:08:13","numpy"
"2010-06-12 07:51:38","numpy"
"2010-06-12 23:28:05","numpy"
"2010-06-13 23:51:16","numpy"
"2010-06-14 00:49:53","numpy"
"2010-06-14 03:42:25","numpy"
"2010-06-14 04:59:21","numpy"
"2010-06-15 12:39:52","numpy"
"2010-06-15 14:49:53","numpy"
"2010-06-16 05:59:29","numpy"
"2010-06-16 14:27:37","numpy"
"2010-06-16 20:42:00","numpy"
"2010-06-17 02:55:14","numpy"
"2010-06-17 06:33:53","numpy"
"2010-06-17 12:55:51","numpy"
"2010-06-17 21:03:09","numpy"
"2010-06-18 13:07:25","numpy"
"2010-06-19 20:09:02","numpy"
"2010-06-22 02:22:47","numpy"
"2010-06-22 21:58:57","numpy"
"2010-06-22 21:59:03","numpy"
"2010-06-23 11:48:35","numpy"
"2010-06-23 19:18:38","numpy"
"2010-06-24 07:38:09","numpy"
"2010-06-28 16:43:59","numpy"
"2010-06-28 21:54:46","numpy"
"2010-06-29 07:25:46","numpy"
"2010-06-30 03:25:09","numpy"
"2010-06-30 16:08:42","numpy"
"2010-07-01 11:41:48","numpy"
"2010-07-02 11:51:11","numpy"
"2010-07-03 18:28:44","numpy"
"2010-07-03 18:53:54","numpy"
"2010-07-03 18:55:03","numpy"
"2010-07-04 04:15:06","numpy"
"2010-07-04 21:54:53","numpy"
"2010-07-07 14:22:44","numpy"
"2010-07-07 14:37:30","numpy"
"2010-07-09 02:14:18","numpy"
"2010-07-09 13:38:51","numpy"
"2010-07-09 13:49:14","numpy"
"2010-07-09 14:38:08","numpy"
"2010-07-12 12:10:02","numpy"
"2010-07-12 16:06:40","numpy"
"2010-07-12 17:44:44","numpy"
"2010-07-13 23:37:18","numpy"
"2010-07-14 15:31:55","numpy"
"2010-07-14 16:55:55","numpy"
"2010-07-15 03:03:25","numpy"
"2010-07-15 13:15:21","numpy"
"2010-07-15 16:19:28","numpy"
"2010-07-16 06:32:05","numpy"
"2010-07-17 19:55:55","numpy"
"2010-07-19 22:23:37","numpy"
"2010-07-20 15:34:36","numpy"
"2010-07-21 18:20:31","numpy"
"2010-07-21 19:18:48","numpy"
"2010-07-22 15:43:11","numpy"
"2010-07-23 06:48:22","numpy"
"2010-07-25 17:04:20","numpy"
"2010-07-26 17:25:23","numpy"
"2010-07-26 19:10:15","numpy"
"2010-07-30 14:30:32","numpy"
"2010-07-30 23:14:53","numpy"
"2010-07-31 18:20:10","numpy"
"2010-08-01 14:24:59","numpy"
"2010-08-02 08:46:12","numpy"
"2010-08-02 21:18:23","numpy"
"2010-08-03 00:50:47","numpy"
"2010-08-03 18:05:50","numpy"
"2010-08-04 08:52:55","numpy"
"2010-08-04 19:47:12","numpy"
"2010-08-04 21:51:53","numpy"
"2010-08-05 20:55:02","numpy"
"2010-08-06 15:47:09","numpy"
"2010-08-06 19:22:48","numpy"
"2010-08-06 20:40:06","numpy"
"2010-08-06 21:43:54","numpy"
"2010-08-08 07:36:16","numpy"
"2010-08-09 16:01:33","numpy"
"2010-08-09 18:56:49","numpy"
"2010-08-10 09:07:49","numpy"
"2010-08-11 14:49:50","numpy"
"2010-08-12 20:16:15","numpy"
"2010-08-13 14:11:59","numpy"
"2010-08-15 05:40:45","numpy"
"2010-08-15 19:42:51","numpy"
"2010-08-16 09:02:48","numpy"
"2010-08-16 12:29:56","numpy"
"2010-08-16 21:42:56","numpy"
"2010-08-17 01:06:06","numpy"
"2010-08-17 03:02:08","numpy"
"2010-08-18 14:56:32","numpy"
"2010-08-19 03:44:00","numpy"
"2010-08-19 04:41:53","numpy"
"2010-08-19 14:47:18","numpy"
"2010-08-21 21:19:09","numpy"
"2010-08-23 06:01:55","numpy"
"2010-08-23 20:06:22","numpy"
"2010-08-24 12:56:07","numpy"
"2010-08-24 18:05:38","numpy"
"2010-08-25 02:09:04","numpy"
"2010-08-25 13:07:57","numpy"
"2010-08-25 14:18:43","numpy"
"2010-08-26 15:00:25","numpy"
"2010-08-27 01:00:11","numpy"
"2010-08-27 08:48:53","numpy"
"2010-08-27 09:40:45","numpy"
"2010-08-27 12:46:52","numpy"
"2010-08-28 21:45:06","numpy"
"2010-08-29 18:26:49","numpy"
"2010-08-31 04:32:13","numpy"
"2010-08-31 07:44:44","numpy"
"2010-08-31 14:35:35","numpy"
"2010-09-01 12:13:51","numpy"
"2010-09-01 23:34:24","numpy"
"2010-09-03 13:45:34","numpy"
"2010-09-06 09:04:41","numpy"
"2010-09-06 11:35:29","numpy"
"2010-09-06 16:14:56","numpy"
"2010-09-07 10:42:51","numpy"
"2010-09-07 19:56:46","numpy"
"2010-09-07 20:17:55","numpy"
"2010-09-09 06:57:34","numpy"
"2010-09-09 20:20:26","numpy"
"2010-09-10 14:13:21","numpy"
"2010-09-11 19:45:07","numpy"
"2010-09-12 12:59:43","numpy"
"2010-09-12 15:43:23","numpy"
"2010-09-15 10:21:17","numpy"
"2010-09-15 12:08:30","numpy"
"2010-09-15 14:47:20","numpy"
"2010-09-15 17:02:00","numpy"
"2010-09-15 21:50:31","numpy"
"2010-09-16 09:02:57","numpy"
"2010-09-16 09:35:39","numpy"
"2010-09-16 13:56:05","numpy"
"2010-09-17 11:10:15","numpy"
"2010-09-17 19:16:31","numpy"
"2010-09-21 14:05:37","numpy"
"2010-09-21 16:51:49","numpy"
"2010-09-22 08:11:21","numpy"
"2010-09-22 12:54:20","numpy"
"2010-09-23 06:28:28","numpy"
"2010-09-26 09:07:06","numpy"
"2010-09-26 15:01:49","numpy"
"2010-09-27 12:20:31","numpy"
"2010-09-27 18:56:02","numpy"
"2010-09-28 02:23:49","numpy"
"2010-09-28 13:43:36","numpy"
"2010-09-28 17:19:23","numpy"
"2010-09-28 22:38:08","numpy"
"2010-09-29 03:28:34","numpy"
"2010-09-29 05:10:44","numpy"
"2010-09-30 18:36:37","numpy"
"2010-09-30 21:48:49","numpy"
"2010-10-01 20:59:36","numpy"
"2010-10-04 11:08:32","numpy"
"2010-10-04 18:52:48","numpy"
"2010-10-05 18:21:10","numpy"
"2010-10-06 14:06:00","numpy"
"2010-10-06 17:04:29","numpy"
"2010-10-06 19:25:10","numpy"
"2010-10-06 21:57:33","numpy"
"2010-10-06 22:55:34","numpy"
"2010-10-07 02:23:43","numpy"
"2010-10-07 10:33:10","numpy"
"2010-10-07 12:09:13","numpy"
"2010-10-07 22:19:04","numpy"
"2010-10-08 12:50:47","numpy"
"2010-10-08 13:48:25","numpy"
"2010-10-09 19:26:57","numpy"
"2010-10-11 01:21:07","numpy"
"2010-10-11 03:59:52","numpy"
"2010-10-11 07:31:16","numpy"
"2010-10-11 09:29:14","numpy"
"2010-10-11 20:42:07","numpy"
"2010-10-11 21:49:18","numpy"
"2010-10-11 22:08:34","numpy"
"2010-10-12 13:58:44","numpy"
"2010-10-13 01:14:20","numpy"
"2010-10-13 03:25:35","numpy"
"2010-10-14 13:56:56","numpy"
"2010-10-14 22:18:32","numpy"
"2010-10-15 08:12:44","numpy"
"2010-10-15 08:35:59","numpy"
"2010-10-15 13:15:31","numpy"
"2010-10-15 21:16:45","numpy"
"2010-10-16 14:15:27","numpy"
"2010-10-19 04:48:03","numpy"
"2010-10-20 12:08:14","numpy"
"2010-10-21 10:11:38","numpy"
"2010-10-21 17:00:30","numpy"
"2010-10-22 00:50:15","numpy"
"2010-10-22 20:23:51","numpy"
"2010-10-22 21:23:15","numpy"
"2010-10-22 23:07:41","numpy"
"2010-10-26 12:19:45","numpy"
"2010-10-26 13:54:01","numpy"
"2010-10-27 20:12:04","numpy"
"2010-10-27 23:17:59","numpy"
"2010-10-28 23:00:41","numpy"
"2010-10-28 23:44:02","numpy"
"2010-10-29 11:36:36","numpy"
"2010-10-30 11:03:59","numpy"
"2010-10-31 08:25:52","numpy"
"2010-10-31 23:28:06","numpy"
"2010-11-01 10:40:33","numpy"
"2010-11-01 20:37:24","numpy"
"2010-11-02 17:57:25","numpy"
"2010-11-02 21:35:30","numpy"
"2010-11-03 14:22:18","numpy"
"2010-11-03 17:59:44","numpy"
"2010-11-03 19:42:46","numpy"
"2010-11-04 00:30:21","numpy"
"2010-11-05 20:58:21","numpy"
"2010-11-05 21:02:36","numpy"
"2010-11-06 02:04:49","numpy"
"2010-11-06 18:22:47","numpy"
"2010-11-07 05:52:19","numpy"
"2010-11-08 16:34:35","numpy"
"2010-11-08 19:37:41","numpy"
"2010-11-08 23:36:59","numpy"
"2010-11-09 11:51:57","numpy"
"2010-11-09 15:21:52","numpy"
"2010-11-10 19:30:18","numpy"
"2010-11-10 19:57:46","numpy"
"2010-11-10 23:39:59","numpy"
"2010-11-11 00:52:13","numpy"
"2010-11-11 02:26:22","numpy"
"2010-11-11 03:25:09","numpy"
"2010-11-11 08:14:08","numpy"
"2010-11-11 09:11:10","numpy"
"2010-11-11 12:11:51","numpy"
"2010-11-11 15:14:20","numpy"
"2010-11-11 19:21:16","numpy"
"2010-11-12 13:02:04","numpy"
"2010-11-15 20:01:43","numpy"
"2010-11-16 02:54:43","numpy"
"2010-11-16 13:23:08","numpy"
"2010-11-17 11:30:05","numpy"
"2010-11-17 14:18:19","numpy"
"2010-11-17 16:17:38","numpy"
"2010-11-17 17:20:00","numpy"
"2010-11-18 21:23:19","numpy"
"2010-11-19 01:58:06","numpy"
"2010-11-19 15:20:34","numpy"
"2010-11-19 17:04:37","numpy"
"2010-11-19 17:11:21","numpy"
"2010-11-19 18:04:33","numpy"
"2010-11-19 22:51:23","numpy"
"2010-11-20 04:18:42","numpy"
"2010-11-20 11:25:11","numpy"
"2010-11-21 05:22:55","numpy"
"2010-11-21 18:47:27","numpy"
"2010-11-22 02:27:54","numpy"
"2010-11-23 15:05:08","numpy"
"2010-11-23 16:10:08","numpy"
"2010-11-23 20:36:49","numpy"
"2010-11-24 07:02:25","numpy"
"2010-11-25 14:36:24","numpy"
"2010-11-26 15:29:17","numpy"
"2010-11-26 16:42:52","numpy"
"2010-11-26 17:59:20","numpy"
"2010-11-28 11:52:26","numpy"
"2010-11-28 14:20:24","numpy"
"2010-11-29 10:50:02","numpy"
"2010-11-29 21:07:32","numpy"
"2010-11-29 21:15:01","numpy"
"2010-11-30 03:58:43","numpy"
"2010-11-30 12:55:43","numpy"
"2010-11-30 15:40:22","numpy"
"2010-11-30 21:03:54","numpy"
"2010-12-01 00:25:40","numpy"
"2010-12-01 22:53:23","numpy"
"2010-12-02 00:06:12","numpy"
"2010-12-02 13:03:47","numpy"
"2010-12-02 19:59:20","numpy"
"2010-12-02 22:45:31","numpy"
"2010-12-03 00:15:05","numpy"
"2010-12-03 00:26:52","numpy"
"2010-12-04 18:37:21","numpy"
"2010-12-04 19:58:01","numpy"
"2010-12-05 10:22:24","numpy"
"2010-12-05 16:32:33","numpy"
"2010-12-05 16:55:48","numpy"
"2010-12-06 11:36:08","numpy"
"2010-12-06 20:41:44","numpy"
"2010-12-06 21:08:30","numpy"
"2010-12-07 05:16:43","numpy"
"2010-12-07 10:28:05","numpy"
"2010-12-07 22:21:06","numpy"
"2010-12-08 01:55:34","numpy"
"2010-12-08 13:19:57","numpy"
"2010-12-08 16:01:46","numpy"
"2010-12-08 21:47:50","numpy"
"2010-12-09 17:14:12","numpy"
"2010-12-10 05:01:52","numpy"
"2010-12-10 10:40:18","numpy"
"2010-12-10 14:06:44","numpy"
"2010-12-10 19:38:48","numpy"
"2010-12-12 06:52:23","numpy"
"2010-12-12 17:59:42","numpy"
"2010-12-12 19:24:24","numpy"
"2010-12-12 19:47:04","numpy"
"2010-12-13 17:15:16","numpy"
"2010-12-14 22:52:42","numpy"
"2010-12-15 21:27:41","numpy"
"2010-12-16 00:49:44","numpy"
"2010-12-18 12:49:18","numpy"
"2010-12-19 14:08:18","numpy"
"2010-12-19 23:37:38","numpy"
"2010-12-20 07:03:44","numpy"
"2010-12-20 15:16:28","numpy"
"2010-12-20 15:19:11","numpy"
"2010-12-20 22:02:05","numpy"
"2010-12-20 23:56:27","numpy"
"2010-12-21 00:51:31","numpy"
"2010-12-21 02:48:05","numpy"
"2010-12-21 19:55:08","numpy"
"2010-12-22 04:53:43","numpy"
"2010-12-23 02:21:16","numpy"
"2010-12-23 16:53:27","numpy"
"2010-12-23 23:38:37","numpy"
"2010-12-24 00:14:26","numpy"
"2010-12-24 16:38:28","numpy"
"2010-12-24 22:51:32","numpy"
"2010-12-26 20:52:45","numpy"
"2010-12-27 05:44:13","numpy"
"2010-12-28 02:05:07","numpy"
"2010-12-28 07:07:09","numpy"
"2010-12-29 12:55:03","numpy"
"2010-12-29 15:37:01","numpy"
"2010-12-30 19:40:20","numpy"
"2010-12-30 19:48:36","numpy"
"2010-12-31 08:17:52","numpy"
"2010-12-31 20:35:27","numpy"
"2011-01-01 10:28:21","numpy"
"2011-01-01 20:30:46","numpy"
"2011-01-03 21:40:08","numpy"
"2011-01-05 06:23:56","numpy"
"2011-01-06 18:31:35","numpy"
"2011-01-06 22:36:41","numpy"
"2011-01-07 08:36:18","numpy"
"2011-01-07 09:32:07","numpy"
"2011-01-07 09:33:47","numpy"
"2011-01-07 11:22:09","numpy"
"2011-01-07 11:57:10","numpy"
"2011-01-07 13:08:20","numpy"
"2011-01-09 18:04:09","numpy"
"2011-01-09 19:23:02","numpy"
"2011-01-10 21:27:44","numpy"
"2011-01-11 17:57:38","numpy"
"2011-01-12 01:14:25","numpy"
"2011-01-12 21:58:19","numpy"
"2011-01-13 01:47:58","numpy"
"2011-01-13 13:25:10","numpy"
"2011-01-14 07:06:25","numpy"
"2011-01-14 11:05:26","numpy"
"2011-01-14 14:41:05","numpy"
"2011-01-16 19:44:42","numpy"
"2011-01-17 02:20:48","numpy"
"2011-01-17 09:59:06","numpy"
"2011-01-17 18:21:09","numpy"
"2011-01-17 18:45:15","numpy"
"2011-01-17 20:03:55","numpy"
"2011-01-17 21:12:56","numpy"
"2011-01-19 19:44:11","numpy"
"2011-01-20 17:00:16","numpy"
"2011-01-20 23:12:30","numpy"
"2011-01-21 10:18:54","numpy"
"2011-01-21 12:17:53","numpy"
"2011-01-22 00:18:57","numpy"
"2011-01-24 10:11:18","numpy"
"2011-01-25 22:52:38","numpy"
"2011-01-26 03:50:01","numpy"
"2011-01-26 18:14:06","numpy"
