creationdate,tagname
"2013-05-19 04:07:17","scikit-learn"
"2013-05-20 04:19:31","scikit-learn"
"2013-05-21 01:31:00","scikit-learn"
"2013-05-21 11:31:20","scikit-learn"
"2013-05-22 01:53:42","scikit-learn"
"2013-05-22 16:49:30","scikit-learn"
"2013-05-23 02:16:02","scikit-learn"
"2013-05-23 14:49:59","scikit-learn"
"2013-05-23 16:30:30","scikit-learn"
"2013-05-24 21:27:48","scikit-learn"
"2013-05-28 14:37:24","scikit-learn"
"2013-05-28 14:38:02","scikit-learn"
"2013-05-30 03:49:04","scikit-learn"
"2013-05-30 08:39:33","scikit-learn"
"2013-05-30 09:32:04","scikit-learn"
"2013-05-31 13:38:38","scikit-learn"
"2013-06-01 21:29:57","scikit-learn"
"2013-06-01 22:01:57","scikit-learn"
"2013-06-03 06:51:40","scikit-learn"
"2013-06-04 02:46:43","scikit-learn"
"2013-06-05 10:13:51","scikit-learn"
"2013-06-07 10:15:56","scikit-learn"
"2013-06-07 18:16:46","scikit-learn"
"2013-06-07 18:50:18","scikit-learn"
"2013-06-07 22:09:24","scikit-learn"
"2013-06-09 17:14:06","scikit-learn"
"2013-06-09 19:41:59","scikit-learn"
"2013-06-10 06:19:16","scikit-learn"
"2013-06-10 06:19:38","scikit-learn"
"2013-06-10 07:11:28","scikit-learn"
"2013-06-11 07:19:38","scikit-learn"
"2013-06-11 14:18:04","scikit-learn"
"2013-06-11 14:22:38","scikit-learn"
"2013-06-11 20:48:31","scikit-learn"
"2013-06-12 03:14:56","scikit-learn"
"2013-06-13 03:03:56","scikit-learn"
"2013-06-13 13:17:07","scikit-learn"
"2013-06-15 14:35:56","scikit-learn"
"2013-06-15 15:35:30","scikit-learn"
"2013-06-16 16:10:00","scikit-learn"
"2013-06-17 02:30:26","scikit-learn"
"2013-06-19 06:14:57","scikit-learn"
"2013-06-20 14:41:52","scikit-learn"
"2013-06-21 20:03:04","scikit-learn"
"2013-06-22 21:51:27","scikit-learn"
"2013-06-23 21:28:38","scikit-learn"
"2013-06-24 14:32:47","scikit-learn"
"2013-06-26 18:35:49","scikit-learn"
"2013-06-26 19:03:42","scikit-learn"
"2013-06-27 02:49:29","scikit-learn"
"2013-06-27 17:50:07","scikit-learn"
"2013-06-27 18:08:46","scikit-learn"
"2013-06-28 10:25:59","scikit-learn"
"2013-06-28 11:57:53","scikit-learn"
"2013-06-30 17:57:16","scikit-learn"
"2013-06-30 19:18:40","scikit-learn"
"2013-07-01 21:30:19","scikit-learn"
"2013-07-02 06:33:59","scikit-learn"
"2013-07-02 11:12:49","scikit-learn"
"2013-07-02 14:15:50","scikit-learn"
"2013-07-02 20:58:41","scikit-learn"
"2013-07-03 17:07:47","scikit-learn"
"2013-07-03 18:11:03","scikit-learn"
"2013-07-03 21:55:50","scikit-learn"
"2013-07-04 03:49:40","scikit-learn"
"2013-07-04 12:04:09","scikit-learn"
"2013-07-05 14:00:38","scikit-learn"
"2013-07-06 02:27:06","scikit-learn"
"2013-07-06 21:07:29","scikit-learn"
"2013-07-07 12:00:34","scikit-learn"
"2013-07-07 13:29:28","scikit-learn"
"2013-07-08 14:49:05","scikit-learn"
"2013-07-08 21:36:35","scikit-learn"
"2013-07-09 07:23:50","scikit-learn"
"2013-07-09 21:50:44","scikit-learn"
"2013-07-10 11:34:25","scikit-learn"
"2013-07-11 02:31:08","scikit-learn"
"2013-07-11 09:42:35","scikit-learn"
"2013-07-11 15:56:56","scikit-learn"
"2013-07-11 19:31:43","scikit-learn"
"2013-07-12 07:40:04","scikit-learn"
"2013-07-15 14:16:17","scikit-learn"
"2013-07-16 10:46:34","scikit-learn"
"2013-07-16 10:47:25","scikit-learn"
"2013-07-16 16:56:52","scikit-learn"
"2013-07-16 22:37:05","scikit-learn"
"2013-07-17 06:36:49","scikit-learn"
"2013-07-17 21:53:52","scikit-learn"
"2013-07-17 22:22:31","scikit-learn"
"2013-07-18 06:06:00","scikit-learn"
"2013-07-18 13:54:29","scikit-learn"
"2013-07-20 12:53:42","scikit-learn"
"2013-07-20 23:55:54","scikit-learn"
"2013-07-21 20:49:37","scikit-learn"
"2013-07-22 13:07:05","scikit-learn"
"2013-07-22 18:03:18","scikit-learn"
"2013-07-23 06:05:41","scikit-learn"
"2013-07-24 19:31:58","scikit-learn"
"2013-07-26 14:42:33","scikit-learn"
"2013-07-29 16:35:46","scikit-learn"
"2013-07-29 18:50:00","scikit-learn"
"2013-07-30 15:01:16","scikit-learn"
"2013-07-30 17:29:09","scikit-learn"
"2013-07-31 01:43:40","scikit-learn"
"2013-07-31 22:33:21","scikit-learn"
"2013-07-31 23:47:45","scikit-learn"
"2013-08-02 08:02:01","scikit-learn"
"2013-08-03 06:28:29","scikit-learn"
"2013-08-05 14:05:55","scikit-learn"
"2013-08-06 10:49:17","scikit-learn"
"2013-08-07 14:41:06","scikit-learn"
"2013-08-08 21:09:30","scikit-learn"
"2013-08-08 23:49:34","scikit-learn"
"2013-08-10 17:07:15","scikit-learn"
"2013-08-13 13:43:15","scikit-learn"
"2013-08-13 15:56:10","scikit-learn"
"2013-08-13 22:05:05","scikit-learn"
"2013-08-14 09:26:59","scikit-learn"
"2013-08-14 15:35:08","scikit-learn"
"2013-08-14 15:59:38","scikit-learn"
"2013-08-14 16:40:38","scikit-learn"
"2013-08-14 23:22:11","scikit-learn"
"2013-08-15 16:52:55","scikit-learn"
"2013-08-15 18:37:15","scikit-learn"
"2013-08-16 09:24:41","scikit-learn"
"2013-08-18 16:46:29","scikit-learn"
"2013-08-19 04:31:25","scikit-learn"
"2013-08-20 11:59:30","scikit-learn"
"2013-08-21 02:23:55","scikit-learn"
"2013-08-21 16:36:22","scikit-learn"
"2013-08-21 17:34:01","scikit-learn"
"2013-08-22 13:40:12","scikit-learn"
"2013-08-21 20:50:49","scikit-learn"
"2013-08-22 20:23:51","scikit-learn"
"2013-08-22 22:44:49","scikit-learn"
"2013-08-23 04:44:52","scikit-learn"
"2013-08-23 06:12:06","scikit-learn"
"2013-08-23 10:55:12","scikit-learn"
"2013-08-24 12:54:30","scikit-learn"
"2013-08-25 18:30:35","scikit-learn"
"2013-08-26 07:38:31","scikit-learn"
"2013-08-27 18:44:56","scikit-learn"
"2013-08-28 18:44:33","scikit-learn"
"2013-08-29 05:34:39","scikit-learn"
"2013-08-29 13:19:26","scikit-learn"
"2013-08-29 17:13:41","scikit-learn"
"2013-08-30 00:48:46","scikit-learn"
"2013-08-30 01:32:11","scikit-learn"
"2013-08-30 14:40:28","scikit-learn"
"2013-08-30 15:57:55","scikit-learn"
"2013-09-03 13:43:34","scikit-learn"
"2013-09-03 18:20:45","scikit-learn"
"2013-09-03 22:25:25","scikit-learn"
"2013-09-05 07:40:45","scikit-learn"
"2013-09-06 11:09:55","scikit-learn"
"2013-09-08 14:43:17","scikit-learn"
"2013-09-08 15:42:29","scikit-learn"
"2013-09-09 16:49:37","scikit-learn"
"2013-09-09 20:54:43","scikit-learn"
"2013-09-10 14:09:30","scikit-learn"
"2013-09-11 06:33:10","scikit-learn"
"2013-09-11 23:08:54","scikit-learn"
"2013-09-12 01:00:10","scikit-learn"
"2013-09-13 23:22:58","scikit-learn"
"2013-09-14 01:19:57","scikit-learn"
"2013-09-15 12:25:58","scikit-learn"
"2013-09-18 05:48:36","scikit-learn"
"2013-09-19 11:48:34","scikit-learn"
"2013-09-19 13:09:57","scikit-learn"
"2013-09-19 15:58:33","scikit-learn"
"2013-09-19 18:04:40","scikit-learn"
"2013-09-20 12:28:27","scikit-learn"
"2013-09-20 17:59:42","scikit-learn"
"2013-09-21 09:57:19","scikit-learn"
"2013-09-22 19:49:53","scikit-learn"
"2013-09-23 22:48:20","scikit-learn"
"2013-09-24 05:49:01","scikit-learn"
"2013-09-24 14:37:01","scikit-learn"
"2013-09-24 15:06:06","scikit-learn"
"2013-09-24 23:38:16","scikit-learn"
"2013-09-25 06:38:50","scikit-learn"
"2013-09-25 14:14:50","scikit-learn"
"2013-09-26 02:26:07","scikit-learn"
"2013-09-26 13:53:18","scikit-learn"
"2013-09-27 16:26:25","scikit-learn"
"2013-09-28 17:13:12","scikit-learn"
"2013-09-29 23:21:07","scikit-learn"
"2013-09-30 08:13:49","scikit-learn"
"2013-09-30 21:13:58","scikit-learn"
"2013-10-01 19:24:29","scikit-learn"
"2013-10-03 12:12:35","scikit-learn"
"2013-10-03 15:45:44","scikit-learn"
"2013-10-04 08:11:20","scikit-learn"
"2013-10-04 16:44:44","scikit-learn"
"2013-10-05 07:07:54","scikit-learn"
"2013-10-05 12:19:24","scikit-learn"
"2013-10-05 20:56:11","scikit-learn"
"2013-10-06 14:28:00","scikit-learn"
"2013-10-06 19:14:25","scikit-learn"
"2013-10-07 17:33:25","scikit-learn"
"2013-10-07 20:08:53","scikit-learn"
"2013-10-08 19:54:10","scikit-learn"
"2013-10-09 03:34:18","scikit-learn"
"2013-10-09 06:54:13","scikit-learn"
"2013-10-09 14:10:56","scikit-learn"
"2013-10-09 19:52:09","scikit-learn"
"2013-10-10 04:53:37","scikit-learn"
"2013-10-11 07:39:44","scikit-learn"
"2013-10-11 11:15:59","scikit-learn"
"2013-10-11 22:09:06","scikit-learn"
"2013-10-12 14:17:08","scikit-learn"
"2013-10-12 16:21:35","scikit-learn"
"2013-10-13 16:16:52","scikit-learn"
"2013-10-14 10:24:36","scikit-learn"
"2013-10-14 12:35:09","scikit-learn"
"2013-10-16 16:43:18","scikit-learn"
"2013-10-16 17:59:54","scikit-learn"
"2013-10-17 05:57:03","scikit-learn"
"2013-10-17 22:30:22","scikit-learn"
"2013-10-18 17:25:40","scikit-learn"
"2013-10-18 18:49:20","scikit-learn"
"2013-10-19 14:01:11","scikit-learn"
"2013-10-21 14:05:09","scikit-learn"
"2013-10-21 16:20:34","scikit-learn"
"2013-10-21 21:16:10","scikit-learn"
"2013-10-22 19:50:37","scikit-learn"
"2013-10-23 06:08:00","scikit-learn"
"2013-10-23 12:45:23","scikit-learn"
"2013-10-23 20:40:24","scikit-learn"
"2013-10-24 00:06:02","scikit-learn"
"2013-10-24 00:41:37","scikit-learn"
"2013-10-25 06:42:43","scikit-learn"
"2013-10-25 14:43:13","scikit-learn"
"2013-10-25 15:25:51","scikit-learn"
"2013-10-25 22:16:40","scikit-learn"
"2013-10-26 07:40:18","scikit-learn"
"2013-10-26 16:03:48","scikit-learn"
"2013-10-27 10:46:44","scikit-learn"
"2013-10-28 07:38:04","scikit-learn"
"2013-10-28 15:59:42","scikit-learn"
"2013-10-29 02:00:26","scikit-learn"
"2013-10-29 05:08:55","scikit-learn"
"2013-10-29 17:48:23","scikit-learn"
"2013-10-29 23:40:49","scikit-learn"
"2013-10-30 03:27:24","scikit-learn"
"2013-10-30 09:38:52","scikit-learn"
"2013-10-31 18:33:05","scikit-learn"
"2013-11-01 10:41:20","scikit-learn"
"2013-11-03 07:04:03","scikit-learn"
"2013-11-03 14:19:46","scikit-learn"
"2013-11-04 14:40:54","scikit-learn"
"2013-11-05 17:53:37","scikit-learn"
"2013-11-05 21:40:28","scikit-learn"
"2013-11-06 18:53:16","scikit-learn"
"2013-11-06 19:32:59","scikit-learn"
"2013-11-08 17:04:23","scikit-learn"
"2013-11-08 17:21:14","scikit-learn"
"2013-11-10 15:28:08","scikit-learn"
"2013-11-10 17:07:35","scikit-learn"
"2013-11-10 21:37:19","scikit-learn"
"2013-11-12 04:22:06","scikit-learn"
"2013-11-12 08:20:44","scikit-learn"
"2013-11-12 10:45:05","scikit-learn"
"2013-11-12 19:51:35","scikit-learn"
"2013-11-13 01:07:04","scikit-learn"
"2013-11-13 04:30:09","scikit-learn"
"2013-11-13 10:37:31","scikit-learn"
"2013-11-13 15:19:57","scikit-learn"
"2013-11-13 21:41:46","scikit-learn"
"2013-11-14 14:38:09","scikit-learn"
"2013-11-14 18:00:48","scikit-learn"
"2013-11-15 00:47:00","scikit-learn"
"2013-11-15 04:45:31","scikit-learn"
"2013-11-15 09:48:45","scikit-learn"
"2013-11-15 12:50:11","scikit-learn"
"2013-11-15 17:30:53","scikit-learn"
"2013-11-15 17:38:59","scikit-learn"
"2013-11-15 17:46:23","scikit-learn"
"2013-11-16 19:12:21","scikit-learn"
"2013-11-16 22:12:45","scikit-learn"
"2013-11-17 05:42:17","scikit-learn"
"2013-11-17 15:07:11","scikit-learn"
"2013-11-17 21:31:27","scikit-learn"
"2013-11-17 22:05:11","scikit-learn"
"2013-11-19 13:28:32","scikit-learn"
"2013-11-19 20:15:42","scikit-learn"
"2013-11-19 21:41:33","scikit-learn"
"2013-11-19 23:15:22","scikit-learn"
"2013-11-20 06:31:19","scikit-learn"
